,TRADE_DATE,VOLUME_FINANCE_SELL,VOLUME_INSURANCE_SELL,VOLUME_INVESTORTRUST_SELL,VOLUME_PRIVATE_SELL,VOLUME_BANK_SELL,VOLUME_OTHERFINANCE_SELL,VOLUME_OTHERFUND_SELL,VOLUME_OTHERCORPORATION_SELL,VOLUME_INDIVIDUAL_SELL,VOLUME_FOREIGNER_SELL,VOLUME_OTHERFORIGNER_SELL,STK_CODE,VOLUME_FINANCE_BUY,VOLUME_INSURANCE_BUY,VOLUME_INVESTORTRUST_BUY,VOLUME_PRIVATE_BUY,VOLUME_BANK_BUY,VOLUME_OTHERFINANCE_BUY,VOLUME_OTHERFUND_BUY,VOLUME_OTHERCORPORATION_BUY,VOLUME_INDIVIDUAL_BUY,VOLUME_FOREIGNER_BUY,VOLUME_OTHERFORIGNER_BUY,VOLUME_FINANCE_NET,VOLUME_INSURANCE_NET,VOLUME_INVESTORTRUST_NET,VOLUME_PRIVATE_NET,VOLUME_BANK_NET,VOLUME_OTHERFINANCE_NET,VOLUME_OTHERFUND_NET,VOLUME_OTHERCORPORATION_NET,VOLUME_INDIVIDUAL_NET,VOLUME_FOREIGNER_NET,VOLUME_OTHERFORIGNER_NET,TRADEVALUE_FINANCE_SELL,TRADEVALUE_INSURANCE_SELL,TRADEVALUE_INVESTORTRUST_SELL,TRADEVALUE_PRIVATE_SELL,TRADEVALUE_BANK_SELL,TRADEVALUE_OTHERFINANCE_SELL,TRADEVALUE_OTHERFUND_SELL,TRADEVALUE_OTHERCORPORATION_SELL,TRADEVALUE_INDIVIDUAL_SELL,TRADEVALUE_FOREIGNER_SELL,TRADEVALUE_OTHERFORIGNER_SELL,TRADEVALUE_FINANCE_BUY,TRADEVALUE_INSURANCE_BUY,TRADEVALUE_INVESTORTRUST_BUY,TRADEVALUE_PRIVATE_BUY,TRADEVALUE_BANK_BUY,TRADEVALUE_OTHERFINANCE_BUY,TRADEVALUE_OTHERFUND_BUY,TRADEVALUE_OTHERCORPORATION_BUY,TRADEVALUE_INDIVIDUAL_BUY,TRADEVALUE_FOREIGNER_BUY,TRADEVALUE_OTHERFORIGNER_BUY,TRADEVALUE_FINANCE_NET,TRADEVALUE_INSURANCE_NET,TRADEVALUE_INVESTORTRUST_NET,TRADEVALUE_PRIVATE_NET,TRADEVALUE_BANK_NET,TRADEVALUE_OTHERFINANCE_NET,TRADEVALUE_OTHERFUND_NET,TRADEVALUE_OTHERCORPORATION_NET,TRADEVALUE_INDIVIDUAL_NET,TRADEVALUE_FOREIGNER_NET,TRADEVALUE_OTHERFORIGNER_NET
74,2022-08-16,792446,26311,48801,11386,21000,2539,5580125,42199,3826105,4671529,14286,005930,969823,108404,54431,51661,321,46,5334178,217759,2422537,5869724,7843,177377,82093,5630,40275,-20679,-2493,-245947,175560,-1403568,1198195,-6443,48304683000,1607399400,2972324100,694158300,1283309800,154616500,340754018200,2575147800,233646726300,284651603000,872155800,59313200900,6640766300,3330545800,3164099100,19659100,2783000,325297638000,13348948900,147853006700,358068038900,477455500,11008517900,5033366900,358221700,2469940800,-1263650700,-151833500,-15456380200,10773801100,-85793719600,73416435900,-394700300
75,2022-08-12,631939,161126,103809,52274,8000,0,4237187,25492,3048093,2510971,7767,005930,1153284,21658,100426,5633,0,3650,3863697,377283,2745538,2501147,14342,521345,-139468,-3383,-46641,-8000,3650,-373490,351791,-302555,-9824,6575,37975660800,9695983700,6246718600,3131841700,481600000,0,254830627200,1533075300,183493020400,150937008500,467663900,69386776400,1304763400,6056285600,339775400,0,219206700,232157857800,22750115000,165210657700,150503381300,864380800,31411115600,-8391220300,-190433000,-2792066300,-481600000,219206700,-22672769400,21217039700,-18282362700,-433627200,396716900
76,2022-08-11,1171767,51470,99320,24204,4846,0,5952395,19446,2629035,5184767,4691,005930,2964051,53060,69940,182562,6460,340,5321698,53043,3449934,3032864,7989,1792284,1590,-29380,158358,1614,340,-630697,33597,820899,-2151903,3298,70045556600,3065057900,5927594700,1442865900,289419200,0,355225512200,1160454700,156951927600,309350618800,279896400,177146770700,3173911900,4178786600,10886482400,384981300,20330000,317356570100,3168080800,205737203400,181209249300,476537500,107101214100,108854000,-1748808100,9443616500,95562100,20330000,-37868942100,2007626100,48785275800,-128141369500,196641100
77,2022-08-10,1154709,223283,563822,181135,416,0,7681271,94576,2508511,5673218,3408,005930,634805,9977,71983,125040,18715,1060,6452940,243633,6807993,3692715,25488,-519904,-213306,-491839,-56095,18299,1060,-1228331,149057,4299482,-1980503,22080,68097889500,13161535000,33194057300,10661699500,24492100,0,452801494600,5566912000,147809468100,334074689294,200617500,37383379600,589025200,4248229400,7382726800,1105426800,62465000,380086633800,14352660300,400993362100,217887133194,1501812700,-30714509900,-12572509800,-28945827900,-3278972700,1080934700,62465000,-72714860800,8785748300,253183894000,-116187556100,1301195200
78,2022-08-09,578206,143031,580318,125894,27493,1699,6528130,23990,2801379,7436630,4400,005930,1061726,10843,124891,48430,10150,3570,6903376,48344,6387351,3614583,37906,483520,-132188,-455427,-77464,-17343,1871,375246,24354,3585972,-3822047,33506,34682620900,8568876400,34779540600,7537338700,1645037400,101794900,391571317500,1437511900,167830616200,445841764800,263903300,63674577600,650611500,7494026400,2909110500,608100000,214527000,414094874800,2895539000,382879880900,216565931500,2273143400,28991956700,-7918264900,-27285514200,-4628228200,-1036937400,112732100,22523557300,1458027100,215049264700,-229275833300,2009240100
79,2022-08-08,1541736,250547,286951,301006,772,50,4851409,11037,1511028,2551444,7170,005930,430339,12089,148019,41744,5921,30,4735610,24082,3620623,2267102,27591,-1111397,-238458,-138932,-259262,5149,-20,-115799,13045,2109595,-284342,20421,93922769300,15243385300,17453129400,18324980500,47031000,3045000,295530217900,672703100,92001240800,155385684400,436120200,26176064600,736570700,9014305800,2541692500,360010100,1830000,288330313400,1466931700,220472929300,138240578300,1679080500,-67746704700,-14506814600,-8438823600,-15783288000,312979100,-1215000,-7199904500,794228600,128471688500,-17145106100,1242960300
80,2022-08-05,735110,21495,77307,9439,0,173,4026118,46728,1502697,3142487,6066,005930,1020467,128622,62685,42195,9454,8802,3937417,12803,1783517,2545365,16293,285357,107127,-14622,32756,9454,8629,-88701,-33925,280820,-597122,10227,45221946100,1321957900,4753227700,580192700,0,10639500,247668431100,2875096300,92451174500,193326790400,373088600,62756600200,7927554500,3862582900,2598655700,582265800,542247100,242181790700,787287900,109708583500,156633551900,1001424600,17534654100,6605596600,-890644800,2018463000,582265800,531607600,-5486640400,-2087808400,17257409000,-36693238500,628336000
81,2022-08-04,1385359,27672,82028,28730,3000,269,4003053,20359,1800873,1757184,16912,005930,473762,48772,114551,135750,16000,2404,3978982,25117,1651073,2674429,4599,-911597,21100,32523,107020,13000,2135,-24071,4758,-149800,917245,-12313,85273218900,1703890200,5053091600,1768757800,184500000,16543500,246450564200,1253508500,110946282200,108143965100,1041486800,29182600600,3008239900,7061410900,8367340200,986800000,148301400,244944074300,1547154500,101632623800,164674266900,282996300,-56090618300,1304349700,2008319300,6598582400,802300000,131757900,-1506489900,293646000,-9313658400,56530301800,-758490500
82,2022-08-03,1202971,203442,342940,203172,0,143,5279368,13206,962232,1843151,3236,005930,811009,68771,170707,54416,5216,125,4786530,26149,2464951,1654931,11056,-391962,-134671,-172233,-148756,5216,-18,-492838,12943,1502719,-188220,7820,73665139800,12463446100,20985851000,12437553600,0,8747100,323153898400,808339900,58912113100,112847807000,198082400,49647019200,4214164400,10461082600,3332216100,319743200,7650000,292921016000,1601490700,150879599400,101420673000,676323800,-24018120600,-8249281700,-10524768400,-9105337500,319743200,-1097100,-30232882400,793150800,91967486300,-11427134000,478241400
83,2022-08-02,2243679,6870,296764,202769,3000,0,5877725,35863,2253670,2688860,5695,005930,551788,45586,34981,13959,4239,6171,5457782,20014,1259155,6214262,6958,-1691891,38716,-261783,-188810,1239,6171,-419943,-15849,-994515,3525402,1263,138037442400,423191300,18271058000,12491725100,185100000,0,361500737300,2204975100,138711595700,165390861200,350500900,33956283300,2809504300,2156738500,859827900,261142900,380184300,335704730900,1234286500,77479755800,382296980300,427752300,-104081159100,2386313000,-16114319500,-11631897200,76042900,380184300,-25796006400,-970688600,-61231839900,216906119100,77251400
84,2022-08-01,1689976,31330,197674,54948,0,0,6684978,56694,2019037,2416798,3381,005930,1107488,28152,100413,186890,9539,12741,6160308,18862,2549524,2970789,10110,-582488,-3178,-97261,131942,9539,12741,-524670,-37832,530487,553991,6729,103313352700,1917977800,12073061300,3364081700,0,0,407898864000,3464434600,123390218400,147405747200,206972800,67841836900,1727540400,6152249600,11448240900,584865600,781283000,375671957900,1152811400,155367129300,181689493000,617302500,-35471515800,-190437400,-5920811700,8084159200,584865600,781283000,-32226906100,-2311623200,31976910900,34283745800,410329700
85,2022-07-29,798049,121772,296005,534137,13000,400,5869378,49044,2287446,5039329,84560,005930,1807538,143042,67299,61476,6039,7968,5388511,40044,3522680,4031391,17132,1009489,21270,-228706,-472661,-6961,7568,-480867,-9000,1235234,-1007938,-67428,49294800200,7505412300,18210657700,32940531700,804700000,24560000,363273929800,3036621900,141715925600,310869641600,5241191200,111802406900,8857966600,4157833800,3785512200,372438600,493028400,333488076700,2472956500,217735304000,248695793600,1056654700,62507606700,1352554300,-14052823900,-29155019500,-432261400,468468400,-29785853100,-563665400,76019378400,-62173848000,-4184536500
86,2022-07-28,975478,185271,157795,182164,23987,30,4282174,43139,2697313,2192359,5592,005930,941074,127530,118663,38169,1396,9216,4010786,34124,2488744,2969476,6124,-34404,-57741,-39132,-143995,-22591,9186,-271388,-9015,-208569,777117,532,60448102200,11470168900,9785754000,11300915200,1494192100,1860000,265745954200,2674272400,167625246900,136191642300,347147900,58462021900,7922742700,7364363400,2373476200,86785000,572014700,248866610800,2120441400,154588202200,184348583600,380014200,-1986080300,-3547426200,-2421390600,-8927439000,-1407407100,570154700,-16879343400,-553831000,-13037044700,48156941300,32866300
87,2022-07-27,529335,114556,216480,18917,4385,70,2650578,50514,1486207,2247393,2562,005930,1336077,178918,71941,33814,368,0,1597954,26594,1534081,2537402,3848,806742,64362,-144539,14897,-4017,-70,-1052624,-23920,47874,290009,1286,32575281500,7028353500,13272666900,1160393900,270890100,4326000,162858515400,3098422100,91402494700,138161026900,157589800,82082678500,11019952900,4419397900,2081957200,22650800,0,98106411900,1635892800,94197914700,156187046200,236057900,49507397000,3991599400,-8853269000,921563300,-248239300,-4326000,-64752103500,-1462529300,2795420000,18026019300,78468100
88,2022-07-26,510039,225753,60563,34991,1900,1711,2450508,9231,1843489,1445682,13344,005930,589441,191627,30366,72879,3933,1311,1998360,8262,1294264,2394723,12045,79402,-34126,-30197,37888,2033,-400,-452148,-969,-549225,949041,-1299,31313174700,13904764600,3728975900,2156214800,117230000,104713200,150535416100,568174300,113345223100,88714511700,821647500,36281739800,11815328300,1868365400,4488338300,241978300,80657800,122721977700,508387100,79413627100,147146767000,742879100,4968565100,-2089436300,-1860610500,2332123500,124748300,-24055400,-27813438400,-59787200,-33931596000,58432255300,-78768400
89,2022-07-25,615712,75863,20215,12364,0,0,3467839,37395,2311897,2615646,36750,005930,1390009,87528,116599,62277,0,450,2782847,15931,2238104,2490412,9524,774297,11665,96384,49913,0,450,-684992,-21464,-73793,-125234,-27226,37867894900,4662358300,1243805300,759594100,0,0,213593233000,2301502100,142355401700,160492390800,2264010700,85523422600,5393189700,7169116200,3840614400,0,27675000,171354247000,980007000,137608044800,153057351800,586522400,47655527700,730831400,5925310900,3081020300,0,27675000,-42238986000,-1321495100,-4747356900,-7435039000,-1677488300
90,2022-07-22,1092982,168911,219130,158843,3,26800,4313213,13809,1904403,2359403,3813,005930,450344,84593,207011,53357,8800,0,3313596,102037,2926517,3099010,16045,-642638,-84318,-12119,-105486,8797,-26800,-999617,88228,1022114,739607,12232,67329701700,10375125600,13448399800,9766331200,186600,1642063200,265656823000,850612900,117322852100,145246093300,234750900,27710590500,5207695100,12733098600,3287337700,539640000,0,203948994300,6272937600,180287665900,190894418800,990561800,-39619111200,-5167430500,-715301200,-6478993500,539453400,-1642063200,-61707828700,5422324700,62964813800,45648325500,755810900
91,2022-07-21,1139986,187723,70168,37370,13000,500,3672176,90192,3793875,3277310,9074,005930,283867,113268,282287,248736,14923,5404,3188207,10947,1888211,6233314,22210,-856119,-74455,212119,211366,1923,4904,-483969,-79245,-1905664,2956004,13136,70030958200,11561958400,4302021000,2290232400,802900000,30850000,225335264500,5541812700,233118671900,201283437950,556892600,17441049000,6966511400,17372299500,15312985200,919809300,331563000,195583094300,673148300,115963397800,382925404050,1365737800,-52589909200,-4595447000,13070278500,13022752800,116909300,300713000,-29752170200,-4868664400,-117155274100,181641966100,808845200
92,2022-07-20,1256491,210565,269888,128141,0,0,5089406,37499,2554889,7221233,14126,005930,1169067,136060,121639,89388,12840,4546,5462294,697396,5001187,4074354,13467,-87424,-74505,-148249,-38753,12840,4546,372888,659897,2446298,-3146879,-659,77024054900,12874565600,16430015800,7818603500,0,0,311101516200,2283066900,156402866000,441138754700,865665600,71232668100,8379403600,7418921000,5477942000,783887300,277182700,333755259400,42652513200,306174797500,248961992200,824542200,-5791386800,-4495162000,-9011094800,-2340661500,783887300,277182700,22653743200,40369446300,149771931500,-192176762500,-41123400
93,2022-07-19,1326938,68617,100392,139394,1735,0,6647720,16872,2449730,4492925,3938,005930,496398,170797,69534,21162,19218,19210,7212265,69957,3732294,3427744,9682,-830540,102180,-30858,-118232,17483,19210,564545,53085,1282564,-1065181,5744,80520833600,4169792000,6092990800,8455266500,104846800,0,403560750000,1024318900,148793676400,272958168566,239077600,30137987700,10379156400,4225967600,1286265500,1168467300,1165610000,437678264500,4236607600,226491272100,208561764666,588357800,-50382845900,6209364400,-1867023200,-7169001000,1063620500,1165610000,34117514500,3212288700,77697595700,-64396403900,349280200
94,2022-07-18,1917200,94382,161820,86840,20009,78630,5872002,179195,6385411,6011847,25181,005930,695758,117826,146377,208449,82362,8526,5728093,58625,4267119,9511892,7490,-1221442,23444,-15443,121609,62353,-70104,-143909,-120570,-2118292,3500045,-17691,117774085200,5782063900,9919853500,5305347300,1236448100,4844324200,359667876100,10984622300,391529669800,369141397581,1541470000,42654852100,7252989600,8989882500,12767558500,5048901000,525324200,350785310000,3587995600,261470196000,584184915081,459233400,-75119233100,1470925700,-929971000,7462211200,3812452900,-4319000000,-8882566100,-7396626700,-130059473800,215043517500,-1082236600
95,2022-07-15,2776408,28691,100962,44437,27000,25982,4499494,100236,6790471,4272221,19681,005930,1420768,164461,299744,203647,2495,17768,4485410,56422,2323315,9697513,14040,-1355640,135770,198782,159210,-24505,-8214,-14084,-43814,-4467156,5425292,-5641,163862102100,1700228000,5954457300,2628178300,1620000000,1537187000,265444712200,5894245900,400966705500,253272339500,1164987500,83842679100,9770267900,17743795700,12079566300,146683000,1044008400,264163278600,3332297800,137208565000,573886962200,827039300,-80019423000,8070039900,11789338400,9451388000,-1473317000,-493178600,-1281433600,-2561948100,-263758140500,320614622700,-337948200
96,2022-07-14,5101342,109143,97698,48454,0,7104,5495601,9716,1477925,2717143,2886,005930,1225371,131218,48157,63888,4317,9660,5315473,103742,2699223,5460145,5818,-3875971,22075,-49541,15434,4317,2556,-180128,94026,1221298,2743002,2932,293910752000,6300432400,5640616500,2794698200,0,409511200,317342138500,561921900,85348330200,156656469835,166362700,70587984500,7573869200,2786082200,3688576100,249334100,559638700,307028064500,5982941400,155702872800,314636127935,335742000,-223322767500,1273436800,-2854534300,893877900,249334100,150127500,-10314074000,5421019500,70354542600,157979658100,169379300
97,2022-07-13,638593,44548,38099,48817,0,1796,4264301,12303,1519308,4266378,7172,005930,1599006,97445,124382,72965,10572,4849,4755167,28785,1976847,2166904,4393,960413,52897,86283,24148,10572,3053,490866,16482,457539,-2099474,-2779,37234165900,2591494100,2217662800,2843529400,0,104614100,248586530800,716635800,88589176600,248409922900,418245300,93199604900,5679353900,7250324700,4256980600,617014300,282883400,277156109200,1674620800,115172319600,126166872500,255893800,55965439000,3087859800,5032661900,1413451200,617014300,178269300,28569578400,957985000,26583143000,-122243050400,-162351500
98,2022-07-12,1559325,53990,137202,70482,0,10971,3861737,19728,1743480,1876285,2861,005930,880174,164549,95809,43916,22352,0,4292095,26638,1883014,1922464,5050,-679151,110559,-41393,-26566,22352,-10971,430358,6910,139534,46179,2189,90953410100,3142600100,7981153600,4101861700,0,639091600,225289968100,1149830000,101687280700,109291139100,167026000,51322958000,9587135600,5587694800,2559645000,1301962700,0,250299029500,1551664800,109745850400,112153290700,294129500,-39630452100,6444535500,-2393458800,-1542216700,1301962700,-639091600,25009061400,401834800,8058569700,2862151600,127103500
99,2022-07-11,1569715,10632,62994,46158,4000,9830,5649554,21830,2964563,2695684,7664,005930,1139479,60695,104993,25778,19,2,5456531,30052,2050862,4169065,5148,-430236,50063,41999,-20380,-3981,-9828,-193023,8222,-913701,1473381,-2516,92750661700,627807000,3709878400,2728928100,235200000,580874000,334082577400,1289595300,175336004300,159248026000,453119300,67332037000,3584223400,6207233000,1523117100,1120700,118100,322597461900,1776871000,121226425000,246489887600,304176700,-25418624700,2956416400,2497354600,-1205811000,-234079300,-580755900,-11485115500,487275700,-54109579300,87241861600,-148942600
100,2022-07-08,1906990,79342,84629,131736,5883,13507,6099212,42576,3701369,3265083,8944,005930,1154687,179903,161257,107473,27464,19850,5628233,28979,3222682,4712788,95955,-752303,100561,76628,-24263,21581,6343,-470979,-13597,-478687,1447705,87011,112071006200,4663678400,4973254800,7718856300,346155200,793757300,358709317000,2504012500,217815967300,192075879436,527055300,68011271700,10594438300,9495519300,6322359200,1617761600,1164771700,330963809100,1704607300,189459475100,277230623636,5634302800,-44059734500,5930759900,4522264500,-1396497100,1271606400,371014400,-27745507900,-799405200,-28356492200,85154744200,5107247500
101,2022-07-07,1024526,107052,156356,200679,26000,4530,7308864,139196,7744780,4577422,33428,005930,2019492,221049,574813,242695,26945,6660,7382481,106582,3458687,7264927,18502,994966,113997,418457,42016,945,2130,73617,-32614,-4286093,2687505,-14926,59395992700,6227780500,9029008300,11560601600,1517159300,264249000,422930389700,8083252400,448929922100,264807925965,1931362500,117314839600,12867640400,33435658500,14092898800,1568448600,386562900,427005083200,6190803100,200373791600,420380174765,1061742600,57918846900,6639859900,24406650200,2532297200,51289300,122313900,4074693500,-1892449300,-248556130500,155572248800,-869619900
102,2022-07-06,2920053,57305,72730,47808,0,5484,7456318,18360,1908487,4326357,7559,005930,795753,74726,134088,40790,11189,2081,7343914,39339,4206332,4159740,12509,-2124300,17421,61358,-7018,11189,-3403,-112404,20979,2297845,-166617,4950,165846601100,3243188800,4121691000,2713244500,0,311879100,424136942600,1041706800,108408847300,245703962800,428982500,45238510100,4243250100,7624176200,2319165200,632897600,118147700,417588699800,2233903800,238848994300,236398649300,710652400,-120608091000,1000061300,3502485200,-394079300,632897600,-193731400,-6548242800,1192197000,130440147000,-9305313500,281669900
103,2022-07-05,1402216,38168,82152,88152,20020,7354,6266561,29700,2640254,3623309,18653,005930,1637725,231488,289302,165116,10053,20435,6210918,80984,3723078,1815714,31726,235509,193320,207150,76964,-9967,13081,-55643,51284,1082824,-1807595,13073,80631657100,2196215500,4722575800,5065942300,1155154000,421774800,360736398600,1717492300,152163686300,208190624000,1078265200,94305891600,13310718000,16672991400,9528748700,578553100,1177601600,357588511200,4664416700,214134908500,104293436900,1824008200,13674234500,11114502500,11950415600,4462806400,-576600900,755826800,-3147887400,2946924400,61971222200,-103897187100,745743000
104,2022-07-04,681884,104770,314858,184304,30813,8726,7829358,65467,4924614,3626034,36298,005930,3044581,153376,242035,280396,34,26300,8143430,40078,3092637,2768002,16257,2362697,48606,-72823,96092,-30779,17574,314072,-25389,-1831977,-858032,-20041,38826366300,5974505200,17911440400,10441098300,1754115600,497369900,445195192500,3736950300,280141450900,206042371500,2065970400,173360977900,8755389400,13801850800,15978548400,1932600,1502228700,463020478300,2286578600,175741265500,157218182600,919398500,134534611600,2780884200,-4109589600,5537450100,-1752183000,1004858800,17825285800,-1450371700,-104400185400,-48824188900,-1146571900
105,2022-07-01,1545006,134340,261047,201769,81180,506,9943584,68892,3374836,9362489,8448,005930,2301539,106399,51961,108177,16027,350,9594045,121325,7188800,5469836,23638,756533,-27941,-209086,-93592,-65153,-156,-349539,52433,3813964,-3892653,15190,87089667600,7529068200,14673432000,11338126100,4597114200,28370800,563249390200,3863958500,190297865900,529332409995,473814000,130192894600,5969802400,2924091600,6084777300,900719600,20017000,543320780300,6813726700,405443269300,309473401595,1329737100,43103227000,-1559265800,-11749340400,-5253348800,-3696394600,-8353800,-19928609900,2949768200,215145403400,-219859008400,855923100
106,2022-06-30,2061481,34570,88913,32890,15173,0,7028085,79995,2033264,7538055,2716,005930,1082371,114424,91938,40428,42018,11156,6889289,60804,6034175,4533168,15371,-979110,79854,3025,7538,26845,11156,-138796,-19191,4000911,-3004887,12655,117944492200,1976605200,5095566000,1882415900,867535200,0,402763922600,4575250800,116424463300,431113908152,155303100,61973836500,6556123800,5267215800,2312481600,2395034200,637657700,394628004700,3481632400,345250007200,259418054052,879414500,-55970655700,4579518600,171649800,430065700,1527499000,637657700,-8135917900,-1093618400,228825543900,-171695854100,724111400
107,2022-06-29,2948857,52227,182339,91977,0,14246,5567441,7032,1476245,4334157,2617,005930,433562,72171,136908,83980,14000,5342,5636600,89290,4849137,3311410,44738,-2515295,19944,-45431,-7997,14000,-8904,69159,82258,3372892,-1022747,42121,172064362700,3043896600,10616389800,5355151900,0,831468500,324785160600,410326200,86084693200,252426154374,152822000,25310110300,4211544300,7976549400,4904213400,812000000,309938600,328732266900,5208729600,282701336700,192999970974,2603765700,-146754252400,1167647700,-2639840400,-450938500,812000000,-521529900,3947106300,4798403400,196616643500,-59426183400,2450943700
108,2022-06-28,1346647,119802,132922,110573,16765,2305,6339130,9804,2410845,3040231,11514,005930,1167766,145102,109316,53833,1917,0,5532605,19675,3310448,3189901,9975,-178881,25300,-23606,-56740,-14848,-2305,-806525,9871,899603,149670,-1539,79615225700,7062070300,7849195600,6538700500,990294800,136225800,374356642400,579857300,142540203700,179691395500,681198100,68937648700,8569803300,6464020900,3188093800,113444300,0,326639131600,1161462700,195531851600,188846760100,588792700,-10677577000,1507733000,-1385174700,-3350606700,-876850500,-136225800,-47717510800,581605400,52991647900,9155364600,-92405400
109,2022-06-27,2573499,49123,102472,44889,12736,28500,7145080,54931,3794053,4289566,27387,005930,1011422,157466,272010,85975,2649,6127,6175609,145350,4653669,5597561,14398,-1562077,108343,169538,41086,-10087,-22373,-969471,90419,859616,1307995,-12989,151881084500,2912348300,6069943500,2662514400,755575500,1696566000,422618352800,3250459100,224664968400,253048945402,1625987500,59873706300,9330307700,16130216400,5084529700,156705900,360612700,364931037700,8613016200,274933720500,330921682302,851210000,-92007378200,6417959400,10060272900,2422015300,-598869600,-1335953300,-57687315100,5362557100,50268752100,77872736900,-774777500
110,2022-06-24,1039532,139698,163075,87629,73004,8411,9007595,107122,5167189,7456231,6617,005930,4147219,66858,207471,196185,35385,130,8635618,113067,4301075,5537421,15674,3107687,-72840,44396,108556,-37619,-8281,-371977,5945,-866114,-1918810,9057,60755686600,8165789100,9533121600,5115239900,4269207200,489776700,526734679200,6262258700,302200849800,435379440700,386726600,242565409500,3918449700,12156675900,11471291100,2066955100,7632000,504899192800,6616633300,251549103000,323122920700,918513000,181809722900,-4247339400,2623554300,6356051200,-2202252100,-482144700,-21835486400,354374600,-50651746800,-112256520000,531786400
111,2022-06-23,1299950,36166,113530,254439,34359,20473,13536849,231148,5618806,7176756,16132,005930,6276223,103363,264673,287954,9794,0,13190697,112626,4833252,3248373,11653,4976273,67197,151143,33515,-24565,-20473,-346152,-118522,-785554,-3928383,-4479,74615019700,2072096700,6516018200,14578518400,1968550900,1174624200,777218008400,13248495300,322377267600,412325359040,925484900,360186934000,5946055400,15231346900,16559145000,562853400,0,757454567800,6461231300,277340036500,186608704940,668568100,285571914300,3873958700,8715328700,1980626600,-1405697500,-1174624200,-19763440600,-6787264000,-45037231100,-225716654100,-256916800
112,2022-06-22,1629252,54451,206744,146058,20936,24480,10769259,60149,4585994,5825729,11635,005930,1389170,39896,97192,271171,13810,18133,10423241,144412,6066393,4854198,17071,-240082,-14555,-109552,125113,-7126,-6347,-346018,84263,1480399,-971531,5436,95268976700,3167400500,12005156700,8499040300,1214855900,1422822900,628386453700,3511810000,267128723600,338790835300,680073700,80823681900,2320511000,5647265400,15779877500,796459000,1046142800,607783834800,8425721500,353195866500,283262911000,993877900,-14445294800,-846889500,-6357891300,7280837200,-418396900,-376680100,-20602618900,4913911500,86067142900,-55527924300,313804200
113,2022-06-21,619132,124398,178287,156346,0,3721,14509431,58477,3878430,5589091,30796,005930,3024880,94935,37826,123151,8387,4022,14226594,170227,5541843,1892567,23677,2405748,-29463,-140461,-33195,8387,301,-282837,111750,1663413,-3696524,-7119,36281700700,7284769400,10455105900,9158931500,0,217898600,851133674000,3431290800,227685485400,327545101100,1804341000,177406490300,5582487000,2220582900,7245087200,491145900,235424200,834468906600,10026111800,325020470700,110910251300,1391340500,141124789600,-1702282400,-8234523000,-1913844300,491145900,17525600,-16664767400,6594821000,97334985300,-216634849800,-413000500
114,2022-06-20,695034,23166,137550,174730,11548,3962,18834157,102680,7256180,6847736,24563,005930,3031273,17942,109398,140498,14947,30260,18772538,142838,9395634,2418096,37882,2336239,-5224,-28152,-34232,3399,26298,-61619,40158,2139454,-4429640,13319,40650434500,1350301300,8044500800,10208407400,672639300,231468300,1103301014300,6023991700,423999845800,401157394375,1436974400,177022698100,1047895700,6394638300,8204905100,876932800,1768683200,1099991158600,8348634500,549822539700,141383508075,2215378100,136372263600,-302405600,-1649862500,-2003502300,204293500,1537214900,-3309855700,2324642800,125822693900,-259773886300,778403700
115,2022-06-17,1261408,156260,515285,320377,45507,1139,9645502,145997,4763121,12190100,8754,005930,3025787,41415,61677,131985,100175,25388,9171718,355734,11257844,4834449,47278,1764379,-114845,-453608,-188392,54668,24249,-473784,209737,6494723,-7355651,38524,75208646800,9317446100,30694813500,19096185500,2709483600,67964600,575378139500,8702923400,283974920800,726776839248,522255700,180509836000,2473009400,3677607000,7869468100,5977810700,1513656200,546867854900,21226882800,671072166400,288443216548,2818110700,105301189200,-6844436700,-27017206500,-11226717400,3268327100,1445691600,-28510284600,12523959400,387097245600,-438333622700,2295855000
116,2022-06-16,1549339,57879,181409,112216,50000,59970,13712200,49024,4332477,3283547,6834,005930,1758940,43351,195559,103756,20348,11836,13365360,120319,5017764,2731348,26314,209601,-14528,14150,-8460,-29652,-48134,-346840,71295,685287,-552199,19480,94729797500,3518711500,11071775200,6820138400,3050018200,3664238700,838994821100,2998002500,265006914300,200779933321,417958600,107321191200,2651992200,11984603400,6369132100,1247798100,723448700,817794895800,7384950700,307102924300,166854568321,1616804500,12591393700,-866719300,912828200,-451006300,-1802220100,-2940790000,-21199925300,4386948200,42096010000,-33925365000,1198845900
117,2022-06-15,1437532,70425,186991,70354,20757,5363,11850632,106717,6139523,6898469,24461,005930,2055316,27272,100896,712474,23332,20018,11229044,168685,9869892,2574074,30221,617784,-43153,-86095,642120,2575,14655,-621588,61968,3730369,-4324395,5760,87320803200,4263724200,11335961900,4270767400,1255366400,324767600,721142732900,6493666500,372883598900,419413658634,1485834800,124864055600,1653379000,6121959400,43154856400,1416423300,1214834500,683019818400,10261337700,600274798400,156372399234,1837020500,37543252400,-2610345200,-5214002500,38884089000,161056900,890066900,-38122914500,3767671200,227391199500,-263041259400,351185700
